,locations,text
501,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
502,bts+skz+twice+loona,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
503,Russian Hill,"THIS. I'm sick of being lectured on how I should be tolerant of intolerance. There are worse things than ""incivilit… https://t.co/o0h9q0glFs"
504,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
505,"LWSVLE,TX","RT @DallasMichaelM: “JAMES &amp; THE GIANT TSUNAMI” out on all streaming services and online stores Nov 12th,,,currently on SoundCloud tho !🏝⛈…"
506,"İstanbul, Türkiye","RT @Schuldensuehner: Markets face a tsunami of US debt: US bond issuance rising from $1trn in 2017 to $1.5trn in 2018, $2trn in 2019, and $…"
507,"Białystok, Polska / Poland",RT @aigkenham: So evolutionary scientists are happy to propose a global catastrophe on earth--as long as it's not one that's recorded in th…
508,"Sacramento, CA","RT @susupovi: For kids, our parents’ divorce doesn’t just hurt when it happens. It’s a pain that comes in waves throughout our lives and wh…"
509,"West Bengal, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
510,"не софт, не хард, а овощстэнка","RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
511,"Los Angeles, CA",My Pelvic Ultrasound and How I Averted a Tsunami-Like Flood #midlife #babyboomer #womenshealth https://t.co/YNcLyE1Agg
512,New Delhi,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
513,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
514, USA  ,"RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
515,WV,RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
516,"Indianapolis, IN","This is actually pretty slick. As they propose ""may have""s and ""probably""s, they take the flood of history that can… https://t.co/samJW7Pet1"
517,"Austin, TX (!)","From what I’ve seen, “Woke as a business strategy” typically results in:

• a negative social media tsunami, then… https://t.co/zxmRIBseQK"
518,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
519,Mumbai.,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
520,Region Of The Summer Stars,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
521,"Nottingham, England",RT @fred_evers: New paper about 'Impulse Wave Runup on Steep to Vertical Slopes' 🌊⛰️@JMSE_MDPI Special Issue 'Tsunami Science and Engineeri…
522,Jabalpur M P ,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
523,"Prague, Czech Republic",RT @RyanRyderxxx: Great scene from this beautiful pair! @lindseycruzxxx and @parkerofporn for @FakeDrivingSchl @FAKEhubOfficial had to get…
524,"New Jersey, USA",RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
525,"Karachi, Pakistan","RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
526,From The BIG Island of Hawaii!,"RT @simoncarn: Jan 12 @planetlabs image of #Krakatau shows #tsunami-scoured outer islands (Sertung, Panjang &amp; Rakata). Orange precipitate S…"
527,Bangalore,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
528,"Chotila, Gujarat ","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
529,BTS•EXO•GOT7•blackpink,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
530,she,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
531,Bharat,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
532,"Uttar Pradesh, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
533,Osaka Japan,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/z1TUnIJ4yI
534,"Jacksonville Beach, FL","Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link:… https://t.co/6JAIA6xawN"
535,Delhi ,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
536,"literal trash, Vespershook™","RT @AsterAndIvy: Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link: https://t.co/bhLJiVjVR5…"
537,Hyderabad,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
538,"Wheeling, WV","“Civility” is not the problem. Toxic racism/xenophobia, destruction of democratic norms and institutions are the pr… https://t.co/pPZs6VHesj"
539,"Jaipur, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
540,"California, USA","@KamVTV @realDonaldTrump @POTUS Ok, come on #Qanon’s... WE must find out WHO Capt. America is holding in his right… https://t.co/BQELp29KbQ"
541,Jackbum&Markjin,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
542,•multifandom•,"English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Q… https://t.co/bGuEJCGkNr"
543,☼✧⚬⚕︎ || she/her,OH SHIT
544,भारत माता की जय ,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
545,Jamaica,"Today marks the start of the Earthquake and Tsunami Awareness Campaign in Jamaica.

Just a reminder to always be pr… https://t.co/6qsTmsR6MH"
546,"Madras,भारत","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
547,bts; got7; red velvet; nu 🌐,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: U…"
548,Calicut   kerala,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
549,"Kansas City, Missouri, USA","You are my four walls and a ceiling in a forest when the rain won’t stop, and you are my four walls and a ceiling w… https://t.co/ElIq4WLKnn"
550,"Shamgarh, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
551,"Karachi, Pakistan","RT @vellamasroof: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Neya pakistan: neya is sil…"
552,Germany,"RT @kissjaebeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: t…"
553,"Troy, NY","RT @BB_Writes: :
How many unspoken words
have you stashed
inside your ribcage?
Each subject, a matchstick
Each verb, a wave...

Can you ima…"
554,"Karachi, Pakistan","Yeah probably because it’s mot neya, it’s Naya*"
555,"Washington DC/Tucson, AZ ",RT @washingtonpost: Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/yQylWgU5qQ
556,Old Trafford ,"RT @BB_Writes: :
How many unspoken words
have you stashed
inside your ribcage?
Each subject, a matchstick
Each verb, a wave...

Can you ima…"
557,"Minas Gerais, Brasil",HD atomic bomb Underwater Nuclear Burst finial version tsunami bomb 1958... https://t.co/r6MEYQ8Cjq via @YouTube
558,"New Hampshire, USA",A tsunami of Permanent Waves incoming.
559,"New York, NY",This but older and whiter
560,India,"RT @navfrn: Gandhi family did a great favour to Bharat by not naming it 'Rahulistan'

Or may be they will do that in future. https://t.co/X…"
561,"Corpus Christi, TX","RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
562,milwaukee,guess who's gonna blast tsunami on the hour and a half drive to Madison 🤗🤗
563,Chicago,"RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
564,"Belagavi, Karnataka 💛❤","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
565,راولپنڈی پاکستان,"RT @vellamasroof: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Neya pakistan: neya is sil…"
566,India,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
567,Chicago,"RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
568,"Florida, USA","RT @AsterAndIvy: Pre-Save “Tsunami” now and be the first to hear it when it releases on JAN 25th! 

Pre-Save Link: https://t.co/bhLJiVjVR5…"
569,"Reno, NV","RT @BobHallReboot: “Civility” is not the problem. Toxic racism/xenophobia, destruction of democratic norms and institutions are the problem…"
570,"Wyoming, USA",Fellow #LoyalAntagonists: Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/SUvlH7by0s
571,"Jacksonville Beach, FL",RT @atlanticIive: OH SHIT https://t.co/fYA8Fej9Dj
572,Durban north,@hollyrandall @JiselLynn @Penthouse Ur body is a tsunami 😱😛😍 that I love to caress
573,United States,Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/AyQzNBCf1y
574,"Jacksonville Beach, FL",RT @haloclinedaze: guess who's gonna blast tsunami on the hour and a half drive to Madison 🤗🤗 https://t.co/CzTMLnDhJP
575,The Resistance,@ya_pheq @sueytonius @RoryRobertRoss1 @RoyPentland @EddyKurrents @SylviaD32911201 @JaggerMickOZ @StormSignalSA… https://t.co/KS442o5Dpw
576,Mumbai,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
577,"Delhi, India",On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar her… https://t.co/BfvZsTB4WO
578,"London, England",RT @aigkenham: So evolutionary scientists are happy to propose a global catastrophe on earth--as long as it's not one that's recorded in th…
579,"Dubai, UAE",RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
580,Ambajogai Latur,RT @nsitharaman: On #VeteransDay interacted with veterans and their families in Great Nicobar today. Many live in Joginder Nagar here. Whil…
581,Bangalore,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
